"rent, rub/month",full_address,city,"price_per_sqm, rub/month","square, m^2",type,url
336000,"проезд улицашоссепр-дпр-д-й, 4 ст2",Москва,1680,200,Универсальное помещение,https://msk.n1.ru/view/113336065/?open_card_kn
260000,"Электродная, 2 ст37",Москва,1625,160,Универсальное помещение,https://msk.n1.ru/view/115819581/?open_card_kn
3900000,"Конструктора Гуськова, 14 ст2",Москва,1560,2500,Универсальное помещение,https://msk.n1.ru/view/116147478/?open_card_kn
150000,"Шелепихинская набережная, 42 корп. 2",Москва,3000,50,Универсальное помещение,https://msk.n1.ru/view/116146433/?open_card_kn
1800000,"Авиаконструктора Миля, 26",Москва,1978,910,Универсальное помещение,https://msk.n1.ru/view/116142266/?open_card_kn
3744000,"Конструктора Гуськова, 14 ст2",Москва,1560,2400,Универсальное помещение,https://msk.n1.ru/view/116137545/?open_card_kn
1200000,"Вернадского проспект, 12д",Москва,2000,600,Универсальное помещение,https://msk.n1.ru/view/116134371/?open_card_kn
47712,"Конструктора Гуськова, 8 ст10",Москва,960,49,Универсальное помещение,https://msk.n1.ru/view/111865179/?open_card_kn
5760000,"Конструктора Гуськова, 8 ст10",Москва,1440,4000,Универсальное помещение,https://msk.n1.ru/view/111865130/?open_card_kn
230000,"Кольская, 8 корп. 2",Москва,2473,93,Универсальное помещение,https://msk.n1.ru/view/113710405/?open_card_kn
4097925,"Берсеневская набережная, 8 ст1",Москва,3249,1260,Универсальное помещение,https://msk.n1.ru/view/115813194/?open_card_kn
250000,"Тверская, 20/1 ст1",Москва,4716,53,Универсальное помещение,https://msk.n1.ru/view/115424860/?open_card_kn
981520,"Калужская площадь, 1 корп. 2",Москва,1574,623,Универсальное помещение,https://msk.n1.ru/view/115413600/?open_card_kn
440000,"Звенигородское шоссе, 3а ст1",Москва,6043,72,Универсальное помещение,https://msk.n1.ru/view/115744308/?open_card_kn
892500,"Байкальская, 35а",Москва,1050,850,Универсальное помещение,https://msk.n1.ru/view/116073389/?open_card_kn
596100,"Летчика Ульянина (п Внуковское), 4",Москва,2500,238,Универсальное помещение,https://msk.n1.ru/view/115719360/?open_card_kn
1020800,"Пяловская, 1",Москва,1100,928,Универсальное помещение,https://msk.n1.ru/view/114662089/?open_card_kn
1000000,"Новокузнецкая, 4 ст4",Москва,2666,375,Универсальное помещение,https://msk.n1.ru/view/114298254/?open_card_kn
401856,"Милютинский переулок, 5 ст2",Москва,2300,174,Универсальное помещение,https://msk.n1.ru/view/116065985/?open_card_kn
928560,"Красностуденческий проезд, 2б",Москва,1200,773,Универсальное помещение,https://msk.n1.ru/view/116064696/?open_card_kn
91440,"Футбольная (п Десеновское), 17",Москва,1800,50,Универсальное помещение,https://msk.n1.ru/view/115704618/?open_card_kn
418958,"Ленинградский проспект, 80 корп. 17",Москва,2084,201,Универсальное помещение,https://msk.n1.ru/view/116059435/?open_card_kn
1584000,"Конструктора Гуськова, 14 ст2",Москва,1320,1200,Универсальное помещение,https://msk.n1.ru/view/99733172/?open_card_kn
2713954,"Сергия Радонежского, 13 ст1",Москва,2084,1302,Универсальное помещение,https://msk.n1.ru/view/112385730/?open_card_kn
350000,"Земляной Вал, 32",Москва,3102,112,Универсальное помещение,https://msk.n1.ru/view/109564405/?open_card_kn
127270,"Ленинградское шоссе, 346",Москва,1625,78,Универсальное помещение,https://msk.n1.ru/view/112754257/?open_card_kn
122400,"проезд улицашоссепр-дпр-д-й, 4 ст4",Москва,1800,68,Универсальное помещение,https://msk.n1.ru/view/112739285/?open_card_kn
5450007,"Автозаводская, 14",Москва,2667,2043,Универсальное помещение,https://msk.n1.ru/view/115653957/?open_card_kn
290000,"Энтузиастов шоссе, 31 ст17",Москва,2084,139,Универсальное помещение,https://msk.n1.ru/view/115652089/?open_card_kn
249600,"Нежинская, 17 корп. 4",Москва,1000,249,Универсальное помещение,https://msk.n1.ru/view/110586095/?open_card_kn
91094,"Бажова, 16",Москва,1198,76,Универсальное помещение,https://msk.n1.ru/view/108536319/?open_card_kn
52000,"Главмосстроя, 22 корп. 1",Москва,2600,20,Универсальное помещение,https://msk.n1.ru/view/109321463/?open_card_kn
600000,"Долгоруковская, 40",Москва,21126,28,Универсальное помещение,https://msk.n1.ru/view/116331986/?open_card_kn
448500,"Карачаровская 1-я, 8",Москва,1500,299,Универсальное помещение,https://msk.n1.ru/view/116000330/?open_card_kn
65000,"Академика Анохина, 6 корп. 2",Москва,1444,45,Универсальное помещение,https://msk.n1.ru/view/116331897/?open_card_kn
55000,"Смирновская, 2 ст1",Москва,3313,16,Универсальное помещение,https://msk.n1.ru/view/116331873/?open_card_kn
270000,"Кленовый бульвар, 2",Москва,3000,90,Универсальное помещение,https://msk.n1.ru/view/116331872/?open_card_kn
120000,"Духовской переулок, 17 ст6",Москва,2142,56,Универсальное помещение,https://msk.n1.ru/view/115999703/?open_card_kn
599550,"Коломенская, 17 корп. 3",Москва,3499,171,Универсальное помещение,https://msk.n1.ru/view/115999608/?open_card_kn
900000,"Мневники Нижн., 20",Москва,4324,208,Универсальное помещение,https://msk.n1.ru/view/114211769/?open_card_kn
3500000,"Оружейный переулок, 15а",Москва,2058,1700,Универсальное помещение,https://msk.n1.ru/view/114211377/?open_card_kn
349999,"Рочдельская, 11/5",Москва,2078,168,Универсальное помещение,https://msk.n1.ru/view/114211295/?open_card_kn
1699988,"Кадашевский 3-й переулок, 6 ст2",Москва,3777,450,Универсальное помещение,https://msk.n1.ru/view/114211278/?open_card_kn
350000,"Оружейный переулок, 15а",Москва,5384,65,Универсальное помещение,https://msk.n1.ru/view/114211266/?open_card_kn
150000,"Автозаводская, 14",Москва,6607,22,Универсальное помещение,https://msk.n1.ru/view/114210423/?open_card_kn
415000,"Нововаганьковский переулок, 3 ст1",Москва,3018,137,Универсальное помещение,https://msk.n1.ru/view/114210386/?open_card_kn
1492200,"Рогожский Вал, 5 ст9",Москва,9000,165,Универсальное помещение,https://msk.n1.ru/view/114210017/?open_card_kn
250000,"Звездный бульвар, 10 ст1",Москва,1470,170,Универсальное помещение,https://msk.n1.ru/view/114209981/?open_card_kn
90000,"Ленинградский проспект, 33 корп. 5",Москва,5000,18,Универсальное помещение,https://msk.n1.ru/view/114209959/?open_card_kn
45000,"Семеновская Б., 10 ст13",Москва,1595,28,Универсальное помещение,https://msk.n1.ru/view/114209952/?open_card_kn
2000000,"Мневники Нижн., 16 корп. 2",Москва,7153,279,Универсальное помещение,https://msk.n1.ru/view/114209503/?open_card_kn
149000,"Корабельная, 5а",Москва,4966,30,Универсальное помещение,https://msk.n1.ru/view/114577745/?open_card_kn
390000,"Корабельная, 5а",Москва,4148,94,Универсальное помещение,https://msk.n1.ru/view/114577620/?open_card_kn
2999937,"Крузенштерна, 6",Москва,2345,1279,Универсальное помещение,https://msk.n1.ru/view/114209415/?open_card_kn
500000,"Крузенштерна, 2",Москва,3955,126,Универсальное помещение,https://msk.n1.ru/view/115999045/?open_card_kn
3000000,"Грузинская Б., 12 ст2",Москва,3092,970,Универсальное помещение,https://msk.n1.ru/view/115999034/?open_card_kn
235000,"Ленинский проспект, 81/2",Москва,12500,18,Универсальное помещение,https://msk.n1.ru/view/115998873/?open_card_kn
750000,"Профсоюзная, 122",Москва,1250,600,Универсальное помещение,https://msk.n1.ru/view/115998861/?open_card_kn
1200000,"Боровское шоссе, 6 корп. 3",Москва,1200,1000,Универсальное помещение,https://msk.n1.ru/view/115998839/?open_card_kn
200000,"Люблинская, 72а корп. 1",Москва,2739,73,Универсальное помещение,https://msk.n1.ru/view/115998837/?open_card_kn
140000,"Братьев Бромлей, 5 корп. 2",Москва,1637,85,Универсальное помещение,https://msk.n1.ru/view/115998821/?open_card_kn
695000,"Отрадная, 4а",Москва,2500,278,Универсальное помещение,https://msk.n1.ru/view/115998814/?open_card_kn
225000,"Виктора Маслова, 2",Москва,4500,50,Универсальное помещение,https://msk.n1.ru/view/115998768/?open_card_kn
147000,"Отрадная, 4а",Москва,3500,42,Универсальное помещение,https://msk.n1.ru/view/115998766/?open_card_kn
286667,"Отрадная, 4а",Москва,3333,86,Универсальное помещение,https://msk.n1.ru/view/115998763/?open_card_kn
652666,"Дубнинская, 75 ст1",Москва,1834,356,Универсальное помещение,https://msk.n1.ru/view/115998753/?open_card_kn
253333,"Отрадная, 4а",Москва,3333,76,Универсальное помещение,https://msk.n1.ru/view/115998748/?open_card_kn
470000,"Отрадная, 4а",Москва,2500,188,Универсальное помещение,https://msk.n1.ru/view/115998741/?open_card_kn
129500,"Отрадная, 4а",Москва,3500,37,Универсальное помещение,https://msk.n1.ru/view/115998528/?open_card_kn
1000000,"Ордынка Б., 45 ст3",Москва,4385,228,Универсальное помещение,https://msk.n1.ru/view/115643422/?open_card_kn
84600,"Прокшино ЖК, 11.1.2",Москва,2000,42,Универсальное помещение,https://msk.n1.ru/view/115288840/?open_card_kn
135000,"Варшавское шоссе, 69 корп. 2",Москва,1421,95,Универсальное помещение,https://msk.n1.ru/view/115288706/?open_card_kn
174000,"Тюменский проезд, 3 корп. 8",Москва,3000,58,Универсальное помещение,https://msk.n1.ru/view/115288634/?open_card_kn
350000,"Мневники Нижн., 20",Москва,5872,59,Универсальное помещение,https://msk.n1.ru/view/115288629/?open_card_kn
400000,"Мневники Нижн., 20",Москва,5722,69,Универсальное помещение,https://msk.n1.ru/view/115288615/?open_card_kn
80000,"Троицкий 1-й переулок, 2",Москва,1600,50,Универсальное помещение,https://msk.n1.ru/view/113529123/?open_card_kn
350000,"Можайское шоссе, 4 корп. 1",Москва,2878,121,Универсальное помещение,https://msk.n1.ru/view/115288486/?open_card_kn
515000,"Тульская Б., 19",Москва,1152,447,Универсальное помещение,https://msk.n1.ru/view/115288473/?open_card_kn
65000,"Сущевский Вал, 3/5а",Москва,10833,6,Универсальное помещение,https://msk.n1.ru/view/114957525/?open_card_kn
614940,"Новинский бульвар, 8",Москва,3700,166,Универсальное помещение,https://msk.n1.ru/view/115643177/?open_card_kn
539090,"Новинский бульвар, 8",Москва,3700,145,Универсальное помещение,https://msk.n1.ru/view/115643174/?open_card_kn
590000,"Кожевническая, 5",Москва,10925,54,Универсальное помещение,https://msk.n1.ru/view/115643168/?open_card_kn
500000,"Ордынка Б., 45 ст3",Москва,2293,218,Универсальное помещение,https://msk.n1.ru/view/115643166/?open_card_kn
48000,"Бутырская, 86б",Москва,5333,9,Универсальное помещение,https://msk.n1.ru/view/114957524/?open_card_kn
2400000,"д. Лапшинка, 7к",Москва,2000,1200,Универсальное помещение,https://msk.n1.ru/view/113528850/?open_card_kn
250000,"Перерва, 39",Москва,2500,100,Универсальное помещение,https://msk.n1.ru/view/115642990/?open_card_kn
450000,"Таганская, 29 ст1",Москва,5625,80,Универсальное помещение,https://msk.n1.ru/view/114957452/?open_card_kn
231900,"Новомихалковский 3-й проезд, 8/1",Москва,3000,77,Универсальное помещение,https://msk.n1.ru/view/115288423/?open_card_kn
110000,"Аэростатная, 6 корп. 1",Москва,1913,57,Универсальное помещение,https://msk.n1.ru/view/115642963/?open_card_kn
532200,"Рабочая, 91",Москва,1999,266,Универсальное помещение,https://msk.n1.ru/view/115642838/?open_card_kn
400000,"Кавказский бульвар, 51 корп. 2",Москва,1978,202,Универсальное помещение,https://msk.n1.ru/view/115642836/?open_card_kn
28000,"Академика Янгеля, 2",Москва,4666,6,Универсальное помещение,https://msk.n1.ru/view/114957384/?open_card_kn
534000,"Рабочая, 91",Москва,2000,267,Универсальное помещение,https://msk.n1.ru/view/115642828/?open_card_kn
75000,"Хабаровская, 21",Москва,4166,18,Универсальное помещение,https://msk.n1.ru/view/116326871/?open_card_kn
160000,"Вернадского проспект, 41 ст1",Москва,4432,36,Универсальное помещение,https://msk.n1.ru/view/116324707/?open_card_kn
56000,"Абрамцевская, 9 корп. 1",Москва,861,65,Универсальное помещение,https://msk.n1.ru/view/116317381/?open_card_kn
135000,"Заводская, 14 корп. 2",Москва,4500,30,Универсальное помещение,https://msk.n1.ru/view/116307908/?open_card_kn
800000,"Ямского Поля 3-я, 9 корп. 4",Москва,5755,139,Универсальное помещение,https://msk.n1.ru/view/116305699/?open_card_kn
87879,"Пяловская, 1",Москва,1583,55,Универсальное помещение,https://msk.n1.ru/view/116255972/?open_card_kn
80782,"Волжский бульвар, 51 ст7",Москва,3380,23,Универсальное помещение,https://msk.n1.ru/view/116241034/?open_card_kn
114228,"Чечерский проезд, 9а",Москва,1438,79,Универсальное помещение,https://msk.n1.ru/view/116238260/?open_card_kn
35000,"Кирпичная, 41 ст7",Москва,2071,16,Универсальное помещение,https://msk.n1.ru/view/116237855/?open_card_kn
65000,"Смирновская, 2 ст1",Москва,3735,17,Универсальное помещение,https://msk.n1.ru/view/116210436/?open_card_kn
205426,"Пяловская, 1",Москва,1781,115,Универсальное помещение,https://msk.n1.ru/view/116199179/?open_card_kn
1920000,"д. Лапшинка, 7к",Москва,1600,1200,Универсальное помещение,https://msk.n1.ru/view/116198683/?open_card_kn
150000,"Грайвороновский 2-й проезд, 44 корп. 2",Москва,3571,42,Универсальное помещение,https://msk.n1.ru/view/116195476/?open_card_kn
65385,"Никулинская, 11 корп. 4",Москва,1472,44,Универсальное помещение,https://msk.n1.ru/view/116145269/?open_card_kn
55000,"Смирновская, 2 ст1",Москва,3437,16,Универсальное помещение,https://msk.n1.ru/view/116145013/?open_card_kn
50560,"Нововатутинская-6-я (п Десеновское), 2",Москва,3200,15,Универсальное помещение,https://msk.n1.ru/view/116141614/?open_card_kn
750000,"Ленинский проспект, 38",Москва,5357,140,Универсальное помещение,https://msk.n1.ru/view/116138108/?open_card_kn
826500,"Мира проспект, 120",Москва,2375,348,Универсальное помещение,https://msk.n1.ru/view/116137263/?open_card_kn
210000,"Тагильская, 4в",Москва,3620,58,Универсальное помещение,https://msk.n1.ru/view/116136160/?open_card_kn
142290,"Почтовая М., 12",Москва,2700,52,Универсальное помещение,https://msk.n1.ru/view/116134596/?open_card_kn
280000,"Сущевский Вал, 22",Москва,13207,21,Универсальное помещение,https://msk.n1.ru/view/116059846/?open_card_kn
150000,"Каширский проезд, 25 корп. 5",Москва,3750,40,Универсальное помещение,https://msk.n1.ru/view/116006716/?open_card_kn
1275000,"Кутузовский проспект, 88",Москва,1666,765,Универсальное помещение,https://msk.n1.ru/view/115958093/?open_card_kn
450000,"Слава ЖК, 3",Москва,6338,71,Универсальное помещение,https://msk.n1.ru/view/115873426/?open_card_kn
160586,"Никулинская, 11 корп. 4",Москва,1874,85,Универсальное помещение,https://msk.n1.ru/view/115871028/?open_card_kn
120000,"Николая Озерова, 2 корп. 1",Москва,3418,35,Универсальное помещение,https://msk.n1.ru/view/115866222/?open_card_kn
65750,"Каширское шоссе, 14",Москва,2500,26,Универсальное помещение,https://msk.n1.ru/view/115782649/?open_card_kn
228000,"Саввинский Б. переулок, 9 ст3",Москва,2919,78,Универсальное помещение,https://msk.n1.ru/view/115725754/?open_card_kn
149000,"Новоспасский переулок, 3 корп. 2",Москва,2483,60,Универсальное помещение,https://msk.n1.ru/view/115686920/?open_card_kn
105500,"Рябиновая, 9",Москва,1507,70,Универсальное помещение,https://msk.n1.ru/view/115677977/?open_card_kn
299999,"Красносельская Верхн., 9",Москва,3225,93,Универсальное помещение,https://msk.n1.ru/view/115671075/?open_card_kn
750000,"Дубининская, 59б",Москва,4953,151,Универсальное помещение,https://msk.n1.ru/view/115661116/?open_card_kn
73000,"Василия Ощепкова (Сосенское п.), 6",Москва,2000,36,Универсальное помещение,https://msk.n1.ru/view/115638936/?open_card_kn
230492,"Нововатутинская-6-я (п Десеновское), 2",Москва,1488,154,Универсальное помещение,https://msk.n1.ru/view/115624456/?open_card_kn
300000,"Полянка Б., 3/9",Москва,3236,92,Универсальное помещение,https://msk.n1.ru/view/115615767/?open_card_kn
45000,"Ермолаевский переулок, 4",Москва,2250,20,Универсальное помещение,https://msk.n1.ru/view/115597670/?open_card_kn
270000,"проспект Куприна, 3 корп. 2",Москва,2836,95,Универсальное помещение,https://msk.n1.ru/view/115589927/?open_card_kn
210000,"проспект Куприна, 3 корп. 2",Москва,2505,83,Универсальное помещение,https://msk.n1.ru/view/115589914/?open_card_kn
89930,"Летчика Осканова, 6",Москва,1700,52,Универсальное помещение,https://msk.n1.ru/view/115448371/?open_card_kn
278126,"Шмитовский проезд, 39 корп. 4",Москва,10417,26,Универсальное помещение,https://msk.n1.ru/view/115403166/?open_card_kn
279680,"Мира проспект, 135а",Москва,3200,87,Универсальное помещение,https://msk.n1.ru/view/115328949/?open_card_kn
230000,"Таганская, 25",Москва,1229,187,Универсальное помещение,https://msk.n1.ru/view/115251278/?open_card_kn
3751870,"Годовикова, 9 ст15",Москва,2224,1687,Универсальное помещение,https://msk.n1.ru/view/115244200/?open_card_kn
280000,"Каширское шоссе, 3 корп. 2 ст9",Москва,2540,110,Универсальное помещение,https://msk.n1.ru/view/115203440/?open_card_kn
189500,"Рябиновая, 9",Москва,1230,154,Универсальное помещение,https://msk.n1.ru/view/115001832/?open_card_kn
300000,"Никулинская, 11 корп. 4",Москва,1764,170,Универсальное помещение,https://msk.n1.ru/view/114907739/?open_card_kn
805000,"Научный проезд, 19",Москва,2000,402,Универсальное помещение,https://msk.n1.ru/view/114847250/?open_card_kn
4783479,"Красносельская Нижн., 40/12 корп. 5",Москва,3084,1551,Универсальное помещение,https://msk.n1.ru/view/114688198/?open_card_kn
150000,"Курсовой переулок, 15",Москва,2500,60,Универсальное помещение,https://msk.n1.ru/view/114478059/?open_card_kn
350000,"Льва Толстого, 8 ст3",Москва,2991,117,Универсальное помещение,https://msk.n1.ru/view/114446285/?open_card_kn
550000,"Красносельская Нижн., 35 ст48",Москва,3096,177,Универсальное помещение,https://msk.n1.ru/view/113993777/?open_card_kn
224000,"Красковский 1-й проезд, 38а",Москва,933,240,Универсальное помещение,https://msk.n1.ru/view/113873396/?open_card_kn
619667,"Маршала Рыбалко, 2 корп. 9",Москва,4583,135,Универсальное помещение,https://msk.n1.ru/view/113831012/?open_card_kn
285000,"проспект Куприна, 7 корп. 1",Москва,3081,92,Универсальное помещение,https://msk.n1.ru/view/113817627/?open_card_kn
650000,"Бауманская 2-я, 9/23 ст3",Москва,3973,163,Универсальное помещение,https://msk.n1.ru/view/113689642/?open_card_kn
1037157,"Шмитовский проезд, 39 корп. 4",Москва,7188,144,Универсальное помещение,https://msk.n1.ru/view/113641379/?open_card_kn
1400000,"Уральская, 1а",Москва,2162,647,Универсальное помещение,https://msk.n1.ru/view/113604079/?open_card_kn
2500000,"Долгоруковская, 40",Москва,3117,801,Универсальное помещение,https://msk.n1.ru/view/113204335/?open_card_kn
80000,"Кутузовский проспект, 88",Москва,3478,23,Универсальное помещение,https://msk.n1.ru/view/113185586/?open_card_kn
500000,"Долгоруковская, 40",Москва,1020,489,Универсальное помещение,https://msk.n1.ru/view/112986436/?open_card_kn
8900000,"Кутузовский проспект, 88",Москва,2857,3115,Универсальное помещение,https://msk.n1.ru/view/112959277/?open_card_kn
470000,"Холодильный переулок, 3 корп. 1 ст3",Москва,3916,120,Универсальное помещение,https://msk.n1.ru/view/112630730/?open_card_kn
2228800,"Вятская, 27 ст13",Москва,5600,398,Универсальное помещение,https://msk.n1.ru/view/112362372/?open_card_kn
67200,"Скандинавский бульвар (Сосенское п.), 12",Москва,1200,56,Универсальное помещение,https://msk.n1.ru/view/111650768/?open_card_kn
7331247,"Софийская набережная, 36",Москва,7084,1035,Универсальное помещение,https://msk.n1.ru/view/110180968/?open_card_kn
141750,"Первомайская Нижн., 12б",Москва,2500,56,Универсальное помещение,https://msk.n1.ru/view/109646404/?open_card_kn
1125001,"Старопименовский переулок, 11 ст3",Москва,4167,270,Универсальное помещение,https://msk.n1.ru/view/109061531/?open_card_kn
1129792,"Шаболовка, 31б",Москва,2291,493,Универсальное помещение,https://msk.n1.ru/view/108753109/?open_card_kn
3184042,"Шаболовка, 31б",Москва,2291,1389,Универсальное помещение,https://msk.n1.ru/view/108753099/?open_card_kn
900000,"Новый Арбат, 32",Москва,6607,136,Универсальное помещение,https://msk.n1.ru/view/108589629/?open_card_kn
2507670,"Шаболовка, 31 ст5",Москва,2475,1013,Универсальное помещение,https://msk.n1.ru/view/96446882/?open_card_kn
77550,"Шаболовка, 31а",Москва,1833,42,Универсальное помещение,https://msk.n1.ru/view/96118214/?open_card_kn
627586,"Шаболовка, 31 ст23",Москва,2016,311,Универсальное помещение,https://msk.n1.ru/view/96117746/?open_card_kn
1967208,"Шаболовка, 31б",Москва,2298,855,Универсальное помещение,https://msk.n1.ru/view/96117685/?open_card_kn
100000,"Новинский бульвар, 12",Москва,4166,24,Универсальное помещение,https://msk.n1.ru/view/80867744/?open_card_kn
7600000,"Холодильный переулок, 3 корп. 1 ст3",Москва,5942,1279,Универсальное помещение,https://msk.n1.ru/view/108560398/?open_card_kn
99900,"Локомотивный проезд, 4",Москва,4540,22,Универсальное помещение,https://msk.n1.ru/view/108560348/?open_card_kn
950000,"Мастеркова, 4",Москва,2101,452,Универсальное помещение,https://msk.n1.ru/view/116330207/?open_card_kn
110000,"Кленовый бульвар, 2",Москва,3333,33,Универсальное помещение,https://msk.n1.ru/view/116330170/?open_card_kn
200000,"Дмитровское шоссе, 124а",Москва,2247,89,Универсальное помещение,https://msk.n1.ru/view/116330149/?open_card_kn
110000,"Менжинского, 3",Москва,2200,50,Универсальное помещение,https://msk.n1.ru/view/114574635/?open_card_kn
421875,"Ротмистрова, 2 корп. 3",Москва,3750,112,Универсальное помещение,https://msk.n1.ru/view/114574598/?open_card_kn
482167,"Ротмистрова, 2 корп. 3",Москва,4583,105,Универсальное помещение,https://msk.n1.ru/view/114574575/?open_card_kn
965000,"Ротмистрова, 2 корп. 3",Москва,5000,193,Универсальное помещение,https://msk.n1.ru/view/114574574/?open_card_kn
280000,"Планерная, 12 корп. 1",Москва,16666,16,Универсальное помещение,https://msk.n1.ru/view/114574475/?open_card_kn
578333,"Ротмистрова, 2 корп. 3",Москва,2996,193,Универсальное помещение,https://msk.n1.ru/view/114574466/?open_card_kn
472000,"Ротмистрова, 2 корп. 3",Москва,3333,141,Универсальное помещение,https://msk.n1.ru/view/114574448/?open_card_kn
